season,round,driver_id,lap,position,time,time_ms
2000,1,hakkinen,10,1,2:44.270,164270
2000,1,coulthard,10,2,2:43.395,163395
2000,1,michael_schumacher,10,3,2:42.050,162050
2000,1,frentzen,10,4,2:42.249,162249
2000,1,barrichello,10,5,2:40.402,160402
2000,1,trulli,10,6,2:39.389,159389
2000,1,villeneuve,10,7,2:38.726,158726
2000,1,salo,10,8,2:38.037,158037
2000,1,fisichella,10,9,2:38.088,158088
2000,1,ralf_schumacher,10,10,2:37.712,157712
2000,1,zonta,10,11,2:36.100,156100
2000,1,wurz,10,12,2:35.855,155855
2000,1,button,10,13,2:35.473,155473
2000,1,diniz,10,14,2:34.955,154955
2000,1,heidfeld,10,15,2:34.955,154955
2000,1,alesi,10,16,2:33.574,153574
2000,1,mazzacane,10,17,2:22.342,142342
2000,1,gene,10,18,1:37.570,97570
2000,1,verstappen,10,19,1:36.561,96561
2000,1,hakkinen,11,1,1:35.170,95170
2000,1,michael_schumacher,11,2,1:36.358,96358
2000,1,frentzen,11,3,1:36.643,96643
2000,1,barrichello,11,4,1:36.565,96565
2000,1,trulli,11,5,1:36.785,96785
2000,1,villeneuve,11,6,1:37.501,97501
2000,1,salo,11,7,1:37.815,97815
2000,1,fisichella,11,8,1:37.843,97843
2000,1,ralf_schumacher,11,9,1:37.880,97880
2000,1,zonta,11,10,1:37.791,97791
2000,1,wurz,11,11,1:37.666,97666
2000,1,button,11,12,1:37.054,97054
2000,1,diniz,11,13,1:37.242,97242
2000,1,alesi,11,14,1:35.969,95969
2000,1,heidfeld,11,15,1:38.009,98009
2000,1,mazzacane,11,16,1:38.728,98728
2000,1,coulthard,11,17,2:40.194,160194
2000,1,gene,11,18,1:36.664,96664
2000,1,verstappen,11,19,1:36.583,96583
2000,1,hakkinen,12,1,1:33.340,93340
2000,1,michael_schumacher,12,2,1:32.964,92964
2000,1,frentzen,12,3,1:35.381,95381
2000,1,barrichello,12,4,1:35.954,95954
2000,1,trulli,12,5,1:36.141,96141
2000,1,villeneuve,12,6,1:36.476,96476
2000,1,salo,12,7,1:36.207,96207
2000,1,fisichella,12,8,1:36.511,96511
2000,1,ralf_schumacher,12,9,1:36.409,96409
2000,1,zonta,12,10,1:36.513,96513
2000,1,wurz,12,11,1:36.527,96527
2000,1,button,12,12,1:36.679,96679
2000,1,diniz,12,13,1:36.958,96958
2000,1,alesi,12,14,1:36.848,96848
2000,1,heidfeld,12,15,1:36.549,96549
2000,1,mazzacane,12,16,1:37.463,97463
2000,1,gene,12,17,1:38.116,98116
2000,1,verstappen,12,18,1:37.370,97370
2000,1,hakkinen,13,1,1:33.435,93435
2000,1,michael_schumacher,13,2,1:34.066,94066
2000,1,frentzen,13,3,1:35.392,95392
2000,1,barrichello,13,4,1:35.155,95155
2000,1,trulli,13,5,1:35.337,95337
2000,1,villeneuve,13,6,1:36.252,96252
2000,1,salo,13,7,1:36.322,96322
2000,1,fisichella,13,8,1:36.340,96340
2000,1,ralf_schumacher,13,9,1:36.541,96541
2000,1,zonta,13,10,1:36.474,96474
2000,1,wurz,13,11,1:36.613,96613
2000,1,button,13,12,1:36.558,96558
2000,1,alesi,13,13,1:36.068,96068
2000,1,diniz,13,14,1:37.797,97797
2000,1,heidfeld,13,15,1:36.904,96904
2000,1,mazzacane,13,16,1:37.572,97572
2000,1,gene,13,17,1:37.020,97020
2000,1,verstappen,13,18,1:37.295,97295
2000,1,hakkinen,14,1,1:32.670,92670
2000,1,michael_schumacher,14,2,1:33.227,93227
2000,1,frentzen,14,3,1:34.700,94700
2000,1,barrichello,14,4,1:34.537,94537
2000,1,trulli,14,5,1:34.750,94750
2000,1,villeneuve,14,6,1:35.814,95814
2000,1,salo,14,7,1:35.813,95813
2000,1,fisichella,14,8,1:35.899,95899
2000,1,ralf_schumacher,14,9,1:35.753,95753
2000,1,zonta,14,10,1:35.839,95839
2000,1,wurz,14,11,1:35.846,95846
2000,1,button,14,12,1:36.085,96085
2000,1,alesi,14,13,1:35.504,95504
2000,1,diniz,14,14,1:35.549,95549
2000,1,heidfeld,14,15,1:38.198,98198
2000,1,mazzacane,14,16,1:37.344,97344
2000,1,gene,14,17,1:38.400,98400
2000,1,verstappen,14,18,1:36.920,96920
2000,1,hakkinen,15,1,1:32.773,92773
2000,1,michael_schumacher,15,2,1:32.763,92763
2000,1,frentzen,15,3,1:34.521,94521
2000,1,barrichello,15,4,1:34.548,94548
2000,1,trulli,15,5,1:34.719,94719
2000,1,villeneuve,15,6,1:35.343,95343
2000,1,salo,15,7,1:35.440,95440
2000,1,fisichella,15,8,1:35.288,95288
2000,1,ralf_schumacher,15,9,1:35.630,95630
2000,1,zonta,15,10,1:35.612,95612
2000,1,wurz,15,11,1:35.616,95616
2000,1,button,15,12,1:35.507,95507
2000,1,alesi,15,13,1:35.889,95889
2000,1,diniz,15,14,1:35.491,95491
2000,1,heidfeld,15,15,1:38.159,98159
2000,1,mazzacane,15,16,1:37.212,97212
2000,1,gene,15,17,1:36.880,96880
2000,1,verstappen,15,18,1:35.461,95461
2000,1,hakkinen,16,1,1:32.723,92723
2000,1,michael_schumacher,16,2,1:32.471,92471
2000,1,frentzen,16,3,1:34.446,94446
2000,1,barrichello,16,4,1:34.524,94524
2000,1,trulli,16,5,1:34.538,94538
2000,1,villeneuve,16,6,1:35.303,95303
2000,1,salo,16,7,1:35.229,95229
2000,1,fisichella,16,8,1:35.786,95786
2000,1,ralf_schumacher,16,9,1:35.535,95535
2000,1,zonta,16,10,1:35.781,95781
2000,1,wurz,16,11,1:35.835,95835
2000,1,button,16,12,1:35.746,95746
2000,1,alesi,16,13,1:35.610,95610
2000,1,diniz,16,14,1:35.801,95801
2000,1,heidfeld,16,15,1:36.762,96762
2000,1,mazzacane,16,16,1:36.976,96976
2000,1,gene,16,17,1:35.702,95702
2000,1,verstappen,16,18,1:34.834,94834
2000,1,hakkinen,17,1,1:32.544,92544
2000,1,michael_schumacher,17,2,1:32.329,92329
2000,1,frentzen,17,3,1:34.273,94273
2000,1,barrichello,17,4,1:34.192,94192
2000,1,trulli,17,5,1:34.580,94580
2000,1,villeneuve,17,6,1:35.154,95154
2000,1,salo,17,7,1:35.057,95057
2000,1,fisichella,17,8,1:35.013,95013
2000,1,ralf_schumacher,17,9,1:35.003,95003
2000,1,zonta,17,10,1:35.459,95459
2000,1,wurz,17,11,1:35.867,95867
2000,1,button,17,12,1:35.735,95735
2000,1,alesi,17,13,1:35.923,95923
2000,1,diniz,17,14,1:35.468,95468
2000,1,heidfeld,17,15,1:35.711,95711
2000,1,mazzacane,17,16,1:37.085,97085
2000,1,gene,17,17,1:35.596,95596
2000,1,hakkinen,18,1,1:32.433,92433
2000,1,michael_schumacher,18,2,1:32.121,92121
2000,1,frentzen,18,3,1:34.384,94384
2000,1,barrichello,18,4,1:34.308,94308
2000,1,trulli,18,5,1:34.431,94431
2000,1,villeneuve,18,6,1:34.765,94765
2000,1,salo,18,7,1:35.056,95056
2000,1,fisichella,18,8,1:35.429,95429
2000,1,ralf_schumacher,18,9,1:35.368,95368
2000,1,zonta,18,10,1:35.208,95208
2000,1,wurz,18,11,1:34.880,94880
2000,1,button,18,12,1:35.051,95051
2000,1,alesi,18,13,1:35.088,95088
2000,1,diniz,18,14,1:36.207,96207
2000,1,heidfeld,18,15,1:35.561,95561
2000,1,mazzacane,18,16,1:36.594,96594
2000,1,gene,18,17,1:36.254,96254
2000,1,michael_schumacher,19,1,1:33.202,93202
2000,1,frentzen,19,2,1:35.474,95474
2000,1,barrichello,19,3,1:35.554,95554
2000,1,trulli,19,4,1:34.804,94804
2000,1,villeneuve,19,5,1:35.459,95459
2000,1,salo,19,6,1:35.230,95230
2000,1,fisichella,19,7,1:35.064,95064
2000,1,ralf_schumacher,19,8,1:35.390,95390
2000,1,zonta,19,9,1:35.189,95189
2000,1,wurz,19,10,1:35.356,95356
2000,1,button,19,11,1:35.267,95267
2000,1,alesi,19,12,1:35.277,95277
2000,1,heidfeld,19,13,1:36.523,96523
2000,1,mazzacane,19,14,1:37.227,97227
2000,1,diniz,19,15,2:20.777,140777
2000,1,gene,19,16,1:35.328,95328
2000,1,michael_schumacher,20,1,1:33.939,93939
2000,1,frentzen,20,2,1:34.421,94421
2000,1,barrichello,20,3,1:34.582,94582
2000,1,trulli,20,4,1:34.528,94528
2000,1,villeneuve,20,5,1:34.851,94851
2000,1,salo,20,6,1:34.983,94983
2000,1,fisichella,20,7,1:34.829,94829
2000,1,ralf_schumacher,20,8,1:34.800,94800
2000,1,zonta,20,9,1:34.776,94776
2000,1,wurz,20,10,1:34.849,94849
2000,1,button,20,11,1:35.197,95197
2000,1,alesi,20,12,1:35.117,95117
2000,1,heidfeld,20,13,1:34.749,94749
2000,1,mazzacane,20,14,1:36.384,96384
2000,1,diniz,20,15,1:42.102,102102
2000,1,gene,20,16,1:34.942,94942
2000,1,michael_schumacher,21,1,1:33.907,93907
2000,1,frentzen,21,2,1:34.118,94118
2000,1,barrichello,21,3,1:34.151,94151
2000,1,trulli,21,4,1:34.288,94288
2000,1,villeneuve,21,5,1:35.038,95038
2000,1,salo,21,6,1:34.857,94857
2000,1,fisichella,21,7,1:34.890,94890
2000,1,ralf_schumacher,21,8,1:35.033,95033
2000,1,zonta,21,9,1:35.297,95297
2000,1,wurz,21,10,1:35.046,95046
2000,1,button,21,11,1:34.932,94932
2000,1,heidfeld,21,12,1:34.974,94974
2000,1,mazzacane,21,13,1:37.024,97024
2000,1,alesi,21,14,2:00.708,120708
2000,1,diniz,21,15,1:35.621,95621
2000,1,gene,21,16,1:34.901,94901
2000,1,michael_schumacher,22,1,1:33.599,93599
2000,1,frentzen,22,2,1:34.182,94182
2000,1,barrichello,22,3,1:34.093,94093
2000,1,trulli,22,4,1:34.302,94302
2000,1,villeneuve,22,5,1:34.579,94579
2000,1,salo,22,6,1:34.564,94564
2000,1,fisichella,22,7,1:34.942,94942
2000,1,ralf_schumacher,22,8,1:34.509,94509
2000,1,zonta,22,9,1:34.729,94729
2000,1,wurz,22,10,1:34.844,94844
2000,1,button,22,11,1:34.875,94875
2000,1,heidfeld,22,12,1:35.298,95298
2000,1,mazzacane,22,13,1:36.765,96765
2000,1,alesi,22,14,1:40.469,100469
2000,1,diniz,22,15,1:34.997,94997
2000,1,gene,22,16,1:35.648,95648
2000,1,michael_schumacher,23,1,1:32.822,92822
2000,1,frentzen,23,2,1:33.819,93819
2000,1,barrichello,23,3,1:33.962,93962
2000,1,trulli,23,4,1:34.273,94273
2000,1,villeneuve,23,5,1:34.608,94608
2000,1,salo,23,6,1:34.736,94736
2000,1,fisichella,23,7,1:34.727,94727
2000,1,ralf_schumacher,23,8,1:34.692,94692
2000,1,zonta,23,9,1:34.358,94358
2000,1,wurz,23,10,1:34.640,94640
2000,1,button,23,11,1:34.798,94798
2000,1,mazzacane,23,12,1:35.732,95732
2000,1,alesi,23,13,1:35.546,95546
2000,1,diniz,23,14,1:33.719,93719
2000,1,gene,23,15,1:34.503,94503
2000,1,heidfeld,23,16,3:26.686,206686
2000,1,michael_schumacher,24,1,1:32.319,92319
2000,1,frentzen,24,2,1:33.637,93637
2000,1,barrichello,24,3,1:34.037,94037
2000,1,trulli,24,4,1:34.228,94228
2000,1,villeneuve,24,5,1:34.332,94332
2000,1,salo,24,6,1:34.368,94368
2000,1,fisichella,24,7,1:34.572,94572
2000,1,ralf_schumacher,24,8,1:34.734,94734
2000,1,zonta,24,9,1:34.383,94383
2000,1,wurz,24,10,1:34.401,94401
2000,1,button,24,11,1:34.445,94445
2000,1,mazzacane,24,12,1:36.386,96386
2000,1,alesi,24,13,1:35.313,95313
2000,1,diniz,24,14,1:35.709,95709
2000,1,gene,24,15,1:34.488,94488
2000,1,heidfeld,24,16,1:40.936,100936
2000,1,michael_schumacher,25,1,1:33.224,93224
2000,1,frentzen,25,2,1:33.513,93513
2000,1,barrichello,25,3,1:33.328,93328
2000,1,trulli,25,4,1:33.824,93824
2000,1,villeneuve,25,5,1:34.076,94076
2000,1,salo,25,6,1:34.122,94122
2000,1,fisichella,25,7,1:34.635,94635
2000,1,ralf_schumacher,25,8,1:34.611,94611
2000,1,zonta,25,9,1:34.568,94568
2000,1,wurz,25,10,1:34.949,94949
2000,1,button,25,11,1:34.540,94540
2000,1,mazzacane,25,12,1:36.830,96830
2000,1,alesi,25,13,1:35.787,95787
2000,1,diniz,25,14,1:33.989,93989
2000,1,gene,25,15,1:34.414,94414
2000,1,heidfeld,25,16,1:38.557,98557
2000,1,michael_schumacher,26,1,1:31.846,91846
2000,1,frentzen,26,2,1:32.999,92999
2000,1,barrichello,26,3,1:33.266,93266
2000,1,trulli,26,4,1:33.644,93644
2000,1,villeneuve,26,5,1:34.268,94268
2000,1,salo,26,6,1:34.064,94064
2000,1,fisichella,26,7,1:33.963,93963
2000,1,ralf_schumacher,26,8,1:34.107,94107
2000,1,zonta,26,9,1:34.714,94714
2000,1,wurz,26,10,1:34.254,94254
2000,1,button,26,11,1:34.566,94566
2000,1,mazzacane,26,12,1:35.752,95752
2000,1,alesi,26,13,1:35.832,95832
2000,1,diniz,26,14,1:34.165,94165
2000,1,gene,26,15,1:34.235,94235
2000,1,heidfeld,26,16,1:36.755,96755
2000,1,michael_schumacher,27,1,1:32.011,92011
2000,1,frentzen,27,2,1:32.733,92733
2000,1,barrichello,27,3,1:32.747,92747
2000,1,trulli,27,4,1:33.730,93730
2000,1,villeneuve,27,5,1:34.281,94281
2000,1,salo,27,6,1:34.410,94410
2000,1,fisichella,27,7,1:34.306,94306
2000,1,ralf_schumacher,27,8,1:34.084,94084
2000,1,zonta,27,9,1:34.116,94116
2000,1,wurz,27,10,1:34.201,94201
2000,1,button,27,11,1:34.221,94221
2000,1,mazzacane,27,12,1:35.977,95977
2000,1,alesi,27,13,1:35.603,95603
2000,1,diniz,27,14,1:33.312,93312
2000,1,gene,27,15,1:34.145,94145
2000,1,heidfeld,27,16,1:37.403,97403
2000,1,michael_schumacher,28,1,1:31.752,91752
2000,1,frentzen,28,2,1:32.664,92664
2000,1,barrichello,28,3,1:32.790,92790
2000,1,trulli,28,4,1:33.223,93223
2000,1,villeneuve,28,5,1:34.506,94506
2000,1,salo,28,6,1:34.338,94338
2000,1,fisichella,28,7,1:34.112,94112
2000,1,ralf_schumacher,28,8,1:34.186,94186
2000,1,zonta,28,9,1:34.084,94084
2000,1,wurz,28,10,1:33.853,93853
2000,1,button,28,11,1:34.300,94300
2000,1,mazzacane,28,12,1:35.517,95517
2000,1,diniz,28,13,1:33.689,93689
2000,1,gene,28,14,1:34.127,94127
2000,1,heidfeld,28,15,1:39.140,99140
2000,1,michael_schumacher,29,1,1:31.795,91795
2000,1,frentzen,29,2,1:33.166,93166
2000,1,barrichello,29,3,1:32.783,92783
2000,1,trulli,29,4,1:33.810,93810
2000,1,villeneuve,29,5,1:34.023,94023
2000,1,salo,29,6,1:34.184,94184
2000,1,fisichella,29,7,1:33.848,93848
2000,1,ralf_schumacher,29,8,1:34.056,94056
2000,1,zonta,29,9,1:33.981,93981
2000,1,wurz,29,10,1:33.880,93880
2000,1,button,29,11,1:33.921,93921
2000,1,mazzacane,29,12,1:35.530,95530
2000,1,diniz,29,13,1:33.597,93597
2000,1,gene,29,14,1:33.656,93656
2000,1,heidfeld,29,15,1:40.867,100867
2000,1,frentzen,30,1,1:33.150,93150
2000,1,barrichello,30,2,1:32.964,92964
2000,1,michael_schumacher,30,3,2:00.020,120020
2000,1,trulli,30,4,1:33.567,93567
2000,1,villeneuve,30,5,1:34.571,94571
2000,1,fisichella,30,6,1:33.956,93956
2000,1,ralf_schumacher,30,7,1:33.769,93769
2000,1,zonta,30,8,1:33.933,93933
2000,1,wurz,30,9,1:34.314,94314
2000,1,button,30,10,1:34.583,94583
2000,1,salo,30,11,2:00.632,120632
2000,1,mazzacane,30,12,1:35.914,95914
2000,1,diniz,30,13,1:34.352,94352
2000,1,gene,30,14,2:01.453,121453
2000,1,heidfeld,30,15,1:40.607,100607
2000,1,frentzen,31,1,1:32.962,92962
2000,1,barrichello,31,2,1:32.993,92993
2000,1,michael_schumacher,31,3,1:39.493,99493
2000,1,trulli,31,4,1:35.955,95955
2000,1,villeneuve,31,5,1:34.120,94120
2000,1,fisichella,31,6,1:33.964,93964
2000,1,ralf_schumacher,31,7,1:33.957,93957
2000,1,zonta,31,8,1:34.206,94206
2000,1,wurz,31,9,1:34.303,94303
2000,1,button,31,10,1:34.507,94507
2000,1,salo,31,11,1:40.179,100179
2000,1,mazzacane,31,12,1:35.851,95851
2000,1,diniz,31,13,1:34.352,94352
2000,1,gene,31,14,1:40.939,100939
2000,1,heidfeld,31,15,1:37.987,97987
2000,1,frentzen,32,1,1:32.702,92702
2000,1,barrichello,32,2,1:32.636,92636
2000,1,michael_schumacher,32,3,1:34.223,94223
2000,1,trulli,32,4,1:34.561,94561
2000,1,villeneuve,32,5,1:33.795,93795
2000,1,fisichella,32,6,1:33.896,93896
2000,1,ralf_schumacher,32,7,1:33.874,93874
2000,1,zonta,32,8,1:33.785,93785
2000,1,wurz,32,9,1:33.635,93635
2000,1,button,32,10,1:34.006,94006
2000,1,salo,32,11,1:34.348,94348
2000,1,mazzacane,32,12,1:35.380,95380
2000,1,diniz,32,13,1:33.315,93315
2000,1,gene,32,14,1:35.885,95885
2000,1,heidfeld,32,15,1:35.977,95977
2000,1,frentzen,33,1,1:33.424,93424
2000,1,michael_schumacher,33,2,1:33.702,93702
2000,1,trulli,33,3,1:34.184,94184
2000,1,villeneuve,33,4,1:33.809,93809
2000,1,fisichella,33,5,1:33.603,93603
2000,1,ralf_schumacher,33,6,1:33.603,93603
2000,1,barrichello,33,7,1:58.585,118585
2000,1,zonta,33,8,1:33.750,93750
2000,1,wurz,33,9,1:33.459,93459
2000,1,button,33,10,1:33.566,93566
2000,1,salo,33,11,1:34.416,94416
2000,1,mazzacane,33,12,1:35.241,95241
2000,1,diniz,33,13,1:33.081,93081
2000,1,gene,33,14,1:35.845,95845
2000,1,heidfeld,33,15,1:35.720,95720
2000,1,frentzen,34,1,1:32.110,92110
2000,1,michael_schumacher,34,2,1:34.038,94038
2000,1,trulli,34,3,1:34.412,94412
2000,1,villeneuve,34,4,1:33.314,93314
2000,1,fisichella,34,5,1:33.449,93449
2000,1,ralf_schumacher,34,6,1:33.477,93477
2000,1,zonta,34,7,1:33.435,93435
2000,1,wurz,34,8,1:33.943,93943
2000,1,button,34,9,1:34.010,94010
2000,1,barrichello,34,10,1:38.018,98018
2000,1,salo,34,11,1:34.339,94339
2000,1,mazzacane,34,12,1:35.636,95636
2000,1,diniz,34,13,1:32.997,92997
2000,1,gene,34,14,1:37.905,97905
2000,1,heidfeld,34,15,1:35.619,95619
2000,1,frentzen,35,1,1:32.258,92258
2000,1,michael_schumacher,35,2,1:33.845,93845
2000,1,trulli,35,3,1:34.368,94368
2000,1,villeneuve,35,4,1:33.185,93185
2000,1,fisichella,35,5,1:33.488,93488
2000,1,ralf_schumacher,35,6,1:33.413,93413
2000,1,button,35,7,1:33.841,93841
2000,1,barrichello,35,8,1:33.663,93663
2000,1,zonta,35,9,1:58.777,118777
2000,1,wurz,35,10,2:00.382,120382
2000,1,salo,35,11,1:34.277,94277
2000,1,mazzacane,35,12,1:35.594,95594
2000,1,diniz,35,13,1:34.688,94688
2000,1,gene,35,14,1:35.862,95862
